"smis_reference","event_date","period","place","report_title","description","injury_degree_2013","fwi_2013"
SMIS4349429,2023-05-16 09:30:00.000,202302,Crown Point LMD (Norwich),Personal accident form,Contractor struck knee in depot,Non-severe,0.001
SMIS4349339,2023-05-16 12:30:00.000,202302,Exeter Olds View Depot MDU,Personal accident form,Minor Accident to Technician at Exeter Depot,Non-severe,0.001
SMIS4349403,2023-05-17 00:45:00.000,202302,Preston Croft Street LMD,Personal accident form,Fitter sustained knee injury on depot,Non-severe,0.001
SMIS4349366,2023-05-17 05:40:00.000,202302,Woking Up Yard,Personal accident form,PA (Route Services) Colas Rail driver hurt their back whilst undertaking repairs to tamping bank no. 3 in Woking Up yard. NLT. 28427,Non-severe,0.001
SMIS4349362,2023-05-17 11:00:00.000,202302,Long Valley Sidings (Basingstoke),Personal accident form,"PA (Wessex DU Inner) - Contractor (Penderson), carrying square wood dunnage, received a splinter to the right shoulder on dropping the wood at Basingstoke Up sidings (Houndmills). NLT. IRIS 29122",Non-severe,0.001
SMIS4350860,2023-05-17 11:26:00.000,202302,Wimbledon LMD (London),Personal accident form,Staff Accident - 17/05/2023 11:26:00 Ergonomic Awkward Movement.,Non-severe,0.001
SMIS4349500,2023-05-18 09:00:00.000,202302,Crewe Gresty,Personal accident form,"PA: Member of staff entering container where stores are kept at Crewe HOOB, fell onto knees and was winded  IRIS 28481",Non-severe,0.001
SMIS4349804,2023-05-18 11:53:00.000,202302,Inverness LMD,Personal accident form,Staff trips over cables in depot,Severe 7,0.01
SMIS4349521,2023-05-19 00:05:00.000,202302,Crown Point LMD (Norwich),Personal accident form,Contractor bruised hand whilst removed chair panel,Non-severe,0.001
SMIS4349519,2023-05-19 00:10:00.000,202302,Crown Point LMD (Norwich),Personal accident form,Contractor struck knee on seat,Non-severe,0.001
SMIS4349595,2023-05-19 11:10:00.000,202302,Neville Hill LMD (Ns) Northern Rail,Personal accident form,fitter sustained injury while on duty,Non-severe,0.001
SMIS4349731,2023-05-21 01:30:00.000,202302,Shrub Hill LMD (Worcester),Personal accident form,Report from a depot technician at Worcester who had a needle stick injury when carrying out a daily check on unit 172220.,Non-severe,0.001
SMIS4349564,2023-05-21 07:30:00.000,202302,Peterborough Tcd,Personal accident form,PA - MOS injured his knee when he stepped into the catch pit with shin scraping down the catch pit at Drainage Renewal	Peterborough Depot - SCO-52376 IRIS 28563,Non-severe,0.001
SMIS4349635,2023-05-22 12:00:00.000,202302,Derby RTC Yard,Personal accident form,PA – DU Derby Section Supervisor walking in to protruding rail cutting their nose at Chaddesden. EM041. IRIS 28548,Non-severe,0.001
SMIS4350863,2023-05-22 12:50:00.000,202302,Salisbury LMD,Personal accident form,Staff Accident - 22/05/2023 12:50:00 PTI STF-Platform-Contact with stationary train. MB2 hit his head on slave drive whilst under the unit.,Non-severe,0.001
SMIS4349771,2023-05-22 15:00:00.000,202302,Crown Point LMD (Norwich),Personal accident form,Contractor strained shoulder,Non-severe,0.001
SMIS4350209,2023-05-23 07:00:00.000,202302,Penzance (Long Rock) LMD,Personal accident form,Maintenance Support colleague sustained minor injury on Depot,Severe 7,0.01
SMIS4349782,2023-05-23 09:30:00.000,202302,Hull LMD,Personal accident form,MDD sustained injury while on duty,Non-severe,0.001
SMIS4349838,2023-05-24 10:44:00.000,202302,Wimbledon S&T Depot,Personal accident form,PA (Wessex DU Inner Clapham) - IP removing a set of fibreglass steps from the roof of the S&T van. The fibreglass edges of the steps grazed his wrists on both sides. Wimbledon. NLT. IRIS: 29102,Non-severe,0.001
SMIS4349847,2023-05-24 11:15:00.000,202302,Sandiacre Depot,Personal accident form,PA – Member of Staff hurt their left calf whilst pushing a pallet truck at Sandiacre.  IRIS 28601.,Non-severe,0.001
SMIS4350434,2023-05-24 16:30:00.000,202302,Aylesbury LMD,Personal accident form,"6434/23, Ref 83 – Fitter cut hand on tool at Aylesbury Depot",Non-severe,0.001
SMIS4350438,2023-05-24 20:30:00.000,202302,Aylesbury LMD,Personal accident form,"6457/23, Ref 91 – Staff Member cut hand on debris at Aylesbury Depot",Non-severe,0.001
SMIS4349906,2023-05-25 01:50:00.000,202302,Plymouth (Laira) Diesel LMD,Personal accident form,Accident to Technician at Laira Depot,Severe 7,0.01
SMIS4350080,2023-05-26 00:00:00.000,202302,Newton Heath LMD (Manchester),Personal accident form,fitter sustained injury while on duty,Severe 7,0.01
SMIS4350882,2023-05-26 02:15:00.000,202302,Farnham LMD,Personal accident form,Staff Accident - 26/05/2023 02:15:00 STF Fleet Depot.,Non-severe,0.001
SMIS4350519,2023-05-26 10:10:00.000,202302,Toton TMD,Personal accident form,Report received from Toton TMD that a ELTI member of staff was using a hand held grinder whilst carrying out a repair on number 2 end of 66073. During the grinding the ELTI felt some grinding dust enter his left eye.,Non-severe,0.001
SMIS4350084,2023-05-27 08:15:00.000,202302,Neville Hill LMD (Ns) Northern Rail,Personal accident form,Depot staff sustained injury while on duty,Non-severe,0.001
SMIS4350062,2023-05-27 20:50:00.000,202302,Machynlleth LMD,Personal accident form,Reg 4-2 - Workforce injury - seven days lost time Machynlleth Sidings - Employee slipped on washpad,Severe 7,0.01
SMIS4350125,2023-05-27 22:45:00.000,202302,Tyseley LMD,Personal accident form,Technician at Tyseley Depot reported when manoeuvring the engine transport table around the depot they suffered a shoulder injury.,Non-severe,0.001
SMIS4350424,2023-05-30 01:25:00.000,202303,Heaton LMD,Personal accident form,MDD sustained injury on depot,Non-severe,0.001
SMIS4350647,2023-05-30 23:38:00.000,202303,Canton Buildings MDU,Personal accident form,Minor Canton Employee banged head on doorframe of ECS,Non-severe,0.001
SMIS4350456,2023-05-31 14:30:00.000,202303,Whitemoor Yard,Personal accident form,PA - (Route Services) - IP unclipping puller after many attempts pulled their right small finger at Whitemoor. NLT. HSEA: 28748. IRIS: 28748,Non-severe,0.001
SMIS4350428,2023-06-01 08:30:00.000,202303,Newton Heath LMD (Manchester),Personal accident form,"Fitter tripped on depot, injury sustained",Non-severe,0.001
SMIS4350358,2023-06-01 12:15:00.000,202303,Bristol St Philips Marsh LMD,Personal accident form,MInor injury to Technician at St Philips Marsh Depot,Non-severe,0.001
SMIS4350719,2023-06-04 17:00:00.000,202303,Crown Point LMD (Norwich),Personal accident form,Contractor cut finger in depot,Non-severe,0.001
SMIS4350447,2023-06-04 18:45:00.000,202303,Carstairs Building 01 MDU,Personal accident form,PA Glasgow DU: MOS was moving tools from locker to railway van and hurt back at Carstairs depot,Non-severe,0.001
SMIS4351443,2023-06-05 00:00:00.000,202303,Crown Point LMD (Norwich),Personal accident form,Stadler contractor strained back/shoulder,Non-severe,0.001
SMIS4350487,2023-06-05 00:10:00.000,202303,Heaton LMD,Personal accident form,MDD injured on depot,Non-severe,0.001
SMIS4350437,2023-06-05 06:15:00.000,202303,Ramsgate Train Maintenance Depot,Personal accident form,Engineering personnel reports losing their footing on the walkway outside the 'wendy house',Non-severe,0.001
SMIS4350493,2023-06-05 06:25:00.000,202303,Birkenhead North LMD,Personal accident form,Employee Accident at Birkenhead North Depot 05/06/23,Non-severe,0.001
SMIS4350489,2023-06-05 09:20:00.000,202303,Heaton LMD,Personal accident form,"Cleaner struck by door, injury sustained",Severe 7,0.01
SMIS4350485,2023-06-05 12:30:00.000,202303,,Personal accident form,Driver Operations Interface Manager reported when moving furniture around they slipped and fell over.,Non-severe,0.001
SMIS4350582,2023-06-06 09:00:00.000,202303,Chaddesden Sidings,Personal accident form,"PA - IP sustained bruising/swelling to his left foot after the sleeper/baseplate fell on it at Chaddesden Sidings, Derby - EM045 IRIS 28872",Specified,0.125
SMIS4350550,2023-06-06 09:50:00.000,202303,Holbeck Jcn & Depot (Leeds),Personal accident form,PA – Contractor QTS Site Supervisor cut their left leg on a metal post when they slipped over at Geldard Road Leeds. IRIS 28851,Severe 7,0.01
SMIS4352154,2023-06-06 10:00:00.000,202303,Stewarts Lane LMD (London),Personal accident form,Staff accident Stewarts Lane,Non-severe,0.001
SMIS4350573,2023-06-06 14:30:00.000,202303,Neville Hill LMD (Ns) Northern Rail,Personal accident form,fitter sustained injury while on duty,Non-severe,0.001
SMIS4350675,2023-06-07 20:05:00.000,202303,Neville Hill LMD (Ns) Northern Rail,Personal accident form,fitter sustained injury while on duty,Non-severe,0.001
SMIS4350780,2023-06-08 00:16:00.000,202303,Soho LMD (Birmingham),Personal accident form,Train Presentation Operative at Soho Depot removed a bag from the toilet area of unit 323205 when they were struck by a needle.,Non-severe,0.001
SMIS4350782,2023-06-08 00:30:00.000,202303,Shrub Hill LMD (Worcester),Personal accident form,"Shunter at Worcester Depot reported when carrying out a bin change in a toilet on unit 172211 the front of the bin fell down and caught their right hand, causing a cut to their right thumb.",Non-severe,0.001
SMIS4350786,2023-06-08 11:30:00.000,202303,Reading Traincare Depot,Personal accident form,Minor accident to Cleaner at Reading Traincare depot,Non-severe,0.001
SMIS4351446,2023-06-08 21:00:00.000,202303,Crown Point LMD (Norwich),Personal accident form,Contractor strained back - pre existing injury - SMIS4351443,Severe 7,0.01
SMIS4350761,2023-06-08 23:12:00.000,202303,Freightliner Ipswich,Personal accident form,IP Rolled Ankle at Ipswich,Non-severe,0.001
SMIS4351030,2023-06-09 02:00:00.000,202303,Tyseley LMD,Personal accident form,"Technician at Tyseley depot was removing a Cardon shaft and on removal of the final bolt, the shaft dropped about an inch trapping the technicians index finger on their left hand.",Non-severe,0.001
SMIS4360166,2023-06-09 08:15:00.000,202303,Hornsey LMD,Personal accident form,"Staff accident, Hornsey Depot, 09/06/2023",Non-severe,0.001
SMIS4350931,2023-06-09 11:00:00.000,202303,Ilford LMD (London),Personal accident form,Contractor came into contact with chemicals,Non-severe,0.001
SMIS4350809,2023-06-09 17:45:00.000,202303,Etches Park LMD (Derby),Personal accident form,Staff Accident at Etches Park,Non-severe,0.001
SMIS4350886,2023-06-10 03:30:00.000,202303,Reading Traincare Depot,Personal accident form,Minor accident to a Technician at Reading Traincare Depot,Non-severe,0.001
SMIS4350846,2023-06-10 15:50:00.000,202303,East Ham LMD (London),Personal accident form,Contractor Accident 10/06/2023 East Ham Depot: Contractor tripped and fell injuring their elbow.,Non-severe,0.001
SMIS4350948,2023-06-10 23:00:00.000,202303,Ilford LMD (London),Personal accident form,TP Cleaner jarred knee whilst removing graffiti,Severe 7,0.01
SMIS4351111,2023-06-11 05:45:00.000,202303,Slade Green LMD,Personal accident form,Slade Green Engineer STF Footbridge steps,Non-severe,0.001
SMIS4351068,2023-06-11 22:00:00.000,202303,Newton Heath LMD (Manchester),Personal accident form,Fitter sustained shoulder injury on duty,Non-severe,0.001
SMIS4350972,2023-06-12 04:15:00.000,202303,Shoeburyness CSD,Personal accident form,Staff Accident 12/06/2023 Shoeburyness Depot: A depot operative fell on the ballast and sprained their ankle. Lost time from duty.,Non-severe,0.001
SMIS4351062,2023-06-12 10:40:00.000,202303,Salisbury LMD,Personal accident form,Staff Accident - 12/06/2023 10:40:00  Salisbury Depot Ergonomic Manual Handling. A Depot staff cut their thumb whilst they were removing the air-conditioning unit.,Non-severe,0.001
SMIS4351073,2023-06-12 11:50:00.000,202303,Newton Heath LMD (Manchester),Personal accident form,"Contractor slipped on depot, injury sustained",Non-severe,0.001
SMIS4351045,2023-06-12 17:00:00.000,202303,Huddersfield MDU,Personal accident form,PA - MOS fractured ankle after stumbling on a loose rock at Huddersfield Siding - SCO-52508. IRIS ref 29099.,Specified,0.125
SMIS4350988,2023-06-12 17:34:00.000,202303,Bournemouth Middle Sidings,Personal accident form,STAFF ACCIDENT: Bournemouth DTM reported that Bournemouth Turn 5 Driver had suffered an accident in the sidings at Bournemouth after working 5O16 [16:18 Bournemouth - Bournemouth Middle Sdgs]. He had stepped down onto the ballast and twisted is ankle.,Specified,0.125
SMIS4351114,2023-06-13 07:30:00.000,202303,Birkenhead Central LMD,Personal accident form,Minor Birkenhead storage facility - Employee slipped over leak,Non-severe,0.001
SMIS4351125,2023-06-13 11:25:00.000,202303,Bristol St Philips Marsh LMD,Personal accident form,Minor injury to Driver whilst using Simulator at St Philips Marsh,Non-severe,0.001
SMIS4351048,2023-06-13 15:45:00.000,202303,Huddersfield MDU,Personal accident form,PA - MOS touched the hottest part of an exhaust on a water pump burning their left hand in the palm at Huddersfield - SCO-52513. IRIS ref 29093.,Non-severe,0.001
SMIS4351209,2023-06-14 10:15:00.000,202303,Guide Bridge MDU,Personal accident form,Fall Backwards During Brake Test at Guide Bridge,Non-severe,0.001
SMIS4351852,2023-06-14 12:00:00.000,202303,Bristol Kingsland Road Depot,Personal accident form,PA - Harsco Engineer MOS had had their right hand thumb hit by a lever and caused swelling at Bristol Kingsland Road Yard - IRIS 29325,Non-severe,0.001
SMIS4351168,2023-06-15 02:45:00.000,202303,Freightliner Manchester,Personal accident form,"Cleaner sustained needle stick injury, taken to hospital",Non-severe,0.001
SMIS4351177,2023-06-15 08:30:00.000,202303,Allerton LMD,Personal accident form,ETI sustained injury on depot,Severe 7,0.01
SMIS4351336,2023-06-15 17:46:00.000,202303,Motherwell Crosshill Street MDU,Personal accident form,Staff member hits head on train,Non-severe,0.001
SMIS4369098,2023-06-16 10:20:00.000,202303,Reading Triangle Sidings,Personal accident form,"IP descended down from C2102 steps, individual tripped over raised drainage cover.",Non-severe,0.001
SMIS4351564,2023-06-19 09:00:00.000,202303,Neville Hill LMD (Ns) Northern Rail,Personal accident form,"Fitter slipped on depot, injury sustained",Non-severe,0.001
SMIS4351565,2023-06-19 10:30:00.000,202303,Newton Heath LMD (Manchester),Personal accident form,"Fitter tripped over step, injury sustained",Non-severe,0.001
SMIS4351799,2023-06-19 13:00:00.000,202303,Shields ET Depot,Personal accident form,Depot staff hurt hand on ladder,Severe 7,0.01
SMIS4352197,2023-06-19 14:32:00.000,202303,Exeter Olds View Depot MDU,Personal accident form,Minor accident to a Technician at Exeter Depot,Non-severe,0.001
SMIS4351762,2023-06-21 17:39:00.000,202303,Cambridge Adj Mill Rd MDU,Personal accident form,"STAFF ACCIDENT: Cambridge Driver contacted control to inform that he had cut his right hand on the gate entering Coldham Lane Depot at Cambridge, it was the gate as he went over Mill Road Bridge, into the depot.",Non-severe,0.001
SMIS4351696,2023-06-21 22:00:00.000,202303,Perth LMD,Personal accident form,Employee falls in depot,Non-severe,0.001
SMIS4351618,2023-06-21 23:24:00.000,202303,Herne Hill MDU,Personal accident form,"PA (Orpington DU Kent) - IP sat on a chair in office at Herne Hill DU, and leaned over to put his boots whilst sat on the chair and lost balance and injured knee. Lost time? No. IRIS: 29256 and SCO: 52568",Non-severe,0.001
SMIS4352340,2023-06-22 12:14:00.000,202303,Bournemouth Middle Sidings,Personal accident form,Staff Accident - 22/06/2023 12:14:00 Bournemouth Depot Other Struck. An Impact gun on the seat was knocked off and hit a member of staff on the right side of the nose.,Non-severe,0.001
SMIS4352206,2023-06-23 13:20:00.000,202303,Llanrwst MDU,Personal accident form,Personal injury report received by e-mail from Llanwern based RTO. I was closing a wagon and didn't realise the other handle was up and caught my hand in between them and I have a bit of swelling and it's a bit bruised.,Non-severe,0.001
