"smis_reference","event_date","period","place","report_title","railway_operating_incident_type","description","owning_org","organisations_involved"
SMIS4516216,2024-06-11 22:10:00.000,202403,Margam Knuckle Wrd / Tmd,SPAD and operating incident form,Handbrake left on (HBLO),"Industrial control advised via NR Cardiff that 6M94, 21:57 Margam - Corby Works, was at a stand between Stormy & Bridgend for MY0018 driver to examine after report of potential dragging brakes from a passenger service on adjacent line. Driver examined and found BYA 966075 to have HBLO, wagon was the rear most of 23 Loads. FLOC contacted to follow up further with Margam staff. Driver advised after releasing the Handbrake the train was safe to go forward as no damage initially found although it will be checked again in Pencoed Loop, Llanwern advised to detach on arrival for full examination.",DB Cargo (UK),DB Cargo (UK)
SMIS4516204,2024-06-13 00:00:00.000,202403,Heaton LMD,SPAD and operating incident form,Other train movement without authority: Train movement when wheel chock was still through it,MDD was bringing set out of one shed but not removed a wheel chock and ran through it,Northern,Northern
SMIS4516188,2024-06-14 01:02:00.000,202403,Willesden,SPAD and operating incident form,Entering worksite,"Report received from Crewe IETD that 5K07, 00:22 Willesden PRDC - Crewe IETD, has arrived with a York trolley securing strap hanging out from the bottom of a roller shutter door of vehicle 68309 (DVT B) of unit 325005. This strap has caused damage to the side of the carriage but there was potential for this to have caused injury or damage to people / property as it passed through stations en route had it ran later in the day.",DB Cargo (UK),"DB Cargo (UK), GB Railfreight, Network Rail"
SMIS4516237,2024-06-19 03:37:00.000,202403,Mossend,SPAD and operating incident form,Other: brake drag,Brake Drag – 6L35 – Mossend,GB Railfreight,"DB Cargo (UK), GB Railfreight, Network Rail"
SMIS4516211,2024-06-19 04:25:00.000,202403,Freightliner Crewe Basford Hall,SPAD and operating incident form,None apply,"4L52 Leaking Dangerous Goods Container at Crewe",Freightliner Group,Freightliner Group
SMIS4516244,2024-06-20 18:54:00.000,202403,Tees Yard,SPAD and operating incident form,Wrong route set for train,"Wrong Route - 6F39 ( Middlesbrough  to Boulby Mine Carlin How Fhh ) was wrong routed by the signaller at DS6861  signal at Tees Yard, Route taken",Network Rail,"DB Cargo (UK), Freightliner Group, Network Rail"
SMIS4516550,2024-06-22 10:30:00.000,202403,Bournemouth Middle Sidings,SPAD and operating incident form,Train rolled back or forwards,"Operational Incident -  22/06/2024 10:30:00 Operating Incident. Whilst moving a powered down 455 unit at Bournemouth Depot, the units move less than half a meter before breaking away",South Western Railway,South Western Railway
SMIS4516346,2024-06-25 06:30:00.000,202404,Doncaster Marshgate Depot,SPAD and operating incident form,None apply,OCC - Babcock reported a kink in the track and large pile of stone blower chippings at Doncaster Marshgate Sidings  -  IRIS 37124,Network Rail,Network Rail
SMIS4516375,2024-06-26 13:35:00.000,202404,London Gateway Depot,SPAD and operating incident form,Other: Lifted Wagon,"608134 Lifted Wagon at London Gateway",Freightliner Group,Freightliner Group
SMIS4516364,2024-06-26 18:38:00.000,202404,Tees Yard,SPAD and operating incident form,Wrong route set for train,Wrong Route - 6F39 1813 Middlesbrough Docks - Boulby Mine wrong route at DS6852 signal at Tees Newport East Junction - Route taken,Network Rail,"Freightliner Group, Network Rail"
SMIS4516710,2024-06-27 00:00:00.000,202404,Southampton Western Docks,SPAD and operating incident form,Load not properly secured to vehicle,Advised by groundstaff at Southampton that 4O43 04:28 Wakefield Europort - Southampton Western Docks has arrived this afternoon approximately 1230 with container not seated correctly on spigot. Container number cmau 4336699.,DB Cargo (UK),DB Cargo (UK)
SMIS4516779,2024-06-27 11:00:00.000,202404,Wimbledon LMD (London),SPAD and operating incident form,Other: A member jumped into the depot pit whilst the alarm was on,Operational Incident - 27/06/2024 11:00:00 Irregular Working. A staff member jumped into the pit at Wimbledon Depot whilst a unit was leaving the shed,South Western Railway,South Western Railway
SMIS4516434,2024-06-29 04:30:00.000,202404,Dumfries MDU,SPAD and operating incident form,Other: incorrect stabling,OCC: Tamper stabled  in Dumfries Yard passed the the yellow marker which indicates the fouling point.,Network Rail,"Babcock Rail, Network Rail"
SMIS4517451,2024-07-02 12:20:00.000,202404,Chaddesden Sidings,SPAD and operating incident form,None apply,OCC -  Stoneblower left a massive hump in the track at Chaddesden Sidings Cheques road Derby - IRIS 37334,Network Rail,"Harsco Rail, Network Rail"
SMIS4516625,2024-07-05 14:01:00.000,202404,Freightliner Leeds,SPAD and operating incident form,Other: Points pushed through,Shunt Driver Observed Pushing Through Set of Points at Leeds VMF,Freightliner Group,Freightliner Group
SMIS4516835,2024-07-09 01:10:00.000,202404,Clapham Junction LMD (London),SPAD and operating incident form,Wrong route set for train,Operational Incident - 09/07/2024 01:10:00 Operating Incident. The 5Y43 00:26 Waterloo - Clapham Yard was set to the 42 road which was already accommodated with two 8 car units,South Western Railway,South Western Railway
SMIS4516686,2024-07-09 10:34:00.000,202404,,SPAD and operating incident form,Other: BRake Drag,Brake Drag - 4H61 - Small Heath,GB Railfreight,"GB Railfreight, Network Rail"
SMIS4516737,2024-07-11 00:00:00.000,202404,Reading Traincare Depot,SPAD and operating incident form,Other: Train struck jack handle,Depot Operating Incident at Reading Traincare Depot,Great Western Railway,Great Western Railway
SMIS4516730,2024-07-11 02:01:00.000,202404,Canton Buildings MDU,SPAD and operating incident form,Other train movement without authority: unit moved with fuel hose still attached,Unauthorised movement - Shunting irregularity at Canton Depot,Transport for Wales Rail,Transport for Wales Rail
SMIS4516731,2024-07-11 22:04:00.000,202404,Freightliner Ipswich,SPAD and operating incident form,Handbrake left on (HBLO),"4M53 Handbrake Left Applied on Wagon",Freightliner Group,Freightliner Group
SMIS4516732,2024-07-12 00:15:00.000,202404,Freightliner Felixstowe,SPAD and operating incident form,Other: Road vehicle drove into barriers,Road Driver Drove Through Barriers at Felixstowe,Freightliner Group,Freightliner Group
SMIS4516776,2024-07-13 06:02:00.000,202404,Freightliner Leeds,SPAD and operating incident form,Handbrake left on (HBLO),Close Call with Handbrake Left Applied,Freightliner Group,Freightliner Group
SMIS4516766,2024-07-14 08:10:00.000,202404,Acton Yard,SPAD and operating incident form,Other isolation error,OCC-RRV egressing through Acton Yard in gauge with boom lowered passed Permanently Earthed Section without PES Permit in place at Acton Yard. IRIS 37572,Network Rail,"Colas Rail, CrossCountry, Network Rail"
SMIS4516824,2024-07-16 11:11:00.000,202404,Bounds Green Depot,SPAD and operating incident form,None apply,OCC - Hitchin OLE Team erecting an earth incorrectly caused tripping at Bounds Green Traction and Rolling Stock Maintenance Depot. IRIS 37616,Network Rail,Network Rail
SMIS4516887,2024-07-18 11:55:00.000,202404,Shoeburyness CSD,SPAD and operating incident form,Other: Wrong route set within depot,Wrong routing incident in Depot 18/07/2024 Shoeburyness Depot: 12 car 357 set was routed into 20 vice 22 road which was already occupied by an 8 car set. Shunt undertaken to return 12 car to correct road.,Trenitalia c2c,Trenitalia c2c
SMIS4516929,2024-07-19 22:46:00.000,202404,Freightliner Crewe Basford Hall,SPAD and operating incident form,None apply,"4M80 Consist Error with DGs Not Showing on TOPs Consist",Freightliner Group,Freightliner Group
SMIS4516986,2024-07-23 00:45:00.000,202405,Eastcroft LMD (Nottingham),SPAD and operating incident form,Working outside of protection limits,OCC -(ES) for the possession took control of Croft Sidings but track circuits outside the possession limits for the sidings became occupied after an RRV was traversed across points beyond the possession limits,Network Rail,"East Midlands Railway, Network Rail"
SMIS4517039,2024-07-24 00:00:00.000,202405,Reading Traincare Depot,SPAD and operating incident form,Train rolled back or forwards,High Potential Near Miss at Reading Traincare Depot,Great Western Railway,Great Western Railway
SMIS4517124,2024-07-25 11:36:00.000,202405,Wembley IC Depot; Harlesden,SPAD and operating incident form,Train runaway,Train Runaway - Locomotive number 92018  rolled passed the signal box with no-one on board between Wembley Inter City Depot - [XWF] - Harlesden Junction.,Network Rail,"GB Railfreight, Network Rail, Avanti West Coast"
SMIS4517636,2024-07-26 06:30:00.000,202405,Freightliner Ipswich,SPAD and operating incident form,Train rolled back or forwards,"90046 Runaway in Ipswich VMF Wheel Lathe",Freightliner Group,Freightliner Group
SMIS4517067,2024-07-28 02:44:00.000,202405,,SPAD and operating incident form,Working outside of protection limits,"OCC - LSR: Plans &Permits (Ipswich DU) - WON 18, Item 41 - LB irreg' COSS instructed staff to use Upper Sidings Reception Roads 3 & 4. Ipswich Field Sidings. IRIS: 37925",Network Rail,Network Rail
SMIS4517093,2024-07-29 02:43:00.000,202405,Wembley Yard (South),SPAD and operating incident form,Signaller possession or line blockage incident,OCC - Signaller advised that they were not informed by the COSS that a trolley was being placed on the line and that additional protection was not being used in the line block at Wembley Yard.,Network Rail,"DB Cargo (UK), Network Rail"
SMIS4517151,2024-07-31 15:30:00.000,202405,Acton Yard,SPAD and operating incident form,Wrong route set for train,"Wrong Route - 4O62 (1424 Churchyard Sdgs Tarmac - Hither Green Down Recp ) was wrong routed by the signaller at SN177  signal, Acton Yard . Route  not taken.",Network Rail,"DB Cargo (UK), Network Rail"
SMIS4517521,2024-08-04 00:00:00.000,202405,,SPAD and operating incident form,Other: Points incorrectly set,"5E77 advised that points are incorrectly set whilst unit in movement at Holbeck",Northern,"Network Rail, Northern"
SMIS4517287,2024-08-07 09:27:00.000,202405,Wakefield Europort Yard,SPAD and operating incident form,Other: Other: unsecure,Unsecure Load – 4L39 – Wakefield,GB Railfreight,"DB Cargo (UK), GB Railfreight, Network Rail"
SMIS4517419,2024-08-07 12:30:00.000,202405,Derby RTC Yard,SPAD and operating incident form,Other wrongly authorised train movement,OCC - Unauthorised train movement at Derby RTC - IRIS-38142,Network Rail,Network Rail
SMIS4520067,2024-08-09 00:00:00.000,202405,Freightliner Southampton Maritime,SPAD and operating incident form,Other: Failure to isolate TPWS after changing ends,TPWS activation whilst setting back into Southampton Maritime Terminal,DB Cargo (UK),"DB Cargo (UK), Freightliner Group"
SMIS4517415,2024-08-12 12:10:00.000,202405,Shoeburyness CSD,SPAD and operating incident form,Other: No notification to the shunters that the road was blocked,Irregular Working Depot 12/08/2024 Shoeburyness Depot. Shunter undertaking movements within the depot was unaware the road they were next to take a train into was blocked until they saw a fitter working on a unit in the road.,Trenitalia c2c,Trenitalia c2c
SMIS4520064,2024-08-16 00:00:00.000,202405,Axiom Stoke Depot,SPAD and operating incident form,"Other: H&NM report received from the shift supervisor advising that he received a call from the DBC Stoke shunt team at 08:50 asking if he knew that a Reid Freight driver was over on road 2, the initial answer was no so he went out to confront the driver from Reid Freight but could not visually see him in the area or in the seat of his cab but found him having a nap on his bed, the driver has accessed the Stoke site with no communication to the PM or shunt team and then drove across the shunting lines (whilst shunt moves were taking place, but over the other side of the yard), once the driver had got up he conducted a permit to work.",Contractor on site without authority.,DB Cargo (UK),DB Cargo (UK)
SMIS4520079,2024-08-16 00:00:00.000,202405,Freightliner Crewe Basford Hall,SPAD and operating incident form,Train division,Operational Incident - Divided Train,DB Cargo (UK),"DB Cargo (UK), Freightliner Group"
SMIS4517502,2024-08-16 10:54:00.000,202405,East Ham LMD (London),SPAD and operating incident form,Other: Driver stabled the train in a position fouling the points,"Irregular Train Working 16/08/2024 East Ham Depot: The driver of 5E32 (formed of 357x12) stabled the train on the 8 car mark on 18 road, fouling the points.",Trenitalia c2c,Trenitalia c2c
SMIS4517492,2024-08-17 11:00:00.000,202405,DRS Carlisle - Kingmoor,SPAD and operating incident form,Protection not applied,OCC - Fitter working in Carlisle Kingmoor Yard having not signed in and without protection. IRIS 38358,Network Rail,"Direct Rail Services, Network Rail"
SMIS4517486,2024-08-17 17:05:00.000,202405,Mossend,SPAD and operating incident form,Other: Brake Drag,Brake Drag – 6M35 – Mossend,GB Railfreight,"DB Cargo (UK), GB Railfreight, Network Rail"
SMIS4518236,2024-08-20 04:30:00.000,202406,Newton Heath LMD (Manchester),SPAD and operating incident form,Other: Moved with water hose attached,"195132 moved with water hose attached",Northern,Northern
SMIS4520304,2024-08-21 00:00:00.000,202406,Didcot Tmd,SPAD and operating incident form,,Loading irregularity,DB Cargo (UK),DB Cargo (UK)
SMIS4520303,2024-08-21 00:00:00.000,202406,Mountsorrel Yard,SPAD and operating incident form,Handbrake left on (HBLO),HBLO and discovered at Mountsorrel sidings,DB Cargo (UK),DB Cargo (UK)
SMIS4517584,2024-08-22 00:01:00.000,202406,Littlehampton Carriage Sidings,SPAD and operating incident form,"Other wrongly authorised train movement: 5P65 into the siding, where it would not fit as was too long.",OCC - 5P65 too long for Siding at Littehampton Up Siding.,Network Rail,"Govia Thameslink Railway, Network Rail"
SMIS4517997,2024-08-25 21:28:00.000,202406,Clapham Junction LMD (London),SPAD and operating incident form,Wrong route set for train,Operational Incident - 25/08/2024 21:28:00 Wrong route accepted. A train was routed into the 40 RD which was already occupied at Clapham Yard vice the 46 RD.,South Western Railway,South Western Railway
SMIS4517778,2024-08-27 00:00:00.000,202406,Plymouth (Laira) Diesel LMD,SPAD and operating incident form,Other: Movement of Power Car via unauthodox means,Operating Incident at Laira Depot involving Power Car 43098,Great Western Railway,Great Western Railway
SMIS4517743,2024-08-30 12:52:00.000,202406,Crewe Sorting Siding North,SPAD and operating incident form,Other wrongly authorised train movement: train signalled into an occupied section,OCC - 5Q42 (1200 Chester – Crewe South Yard) was signalled into Crewe South Yard Bypass Line with a train already in the section IRIS 38645,Network Rail,"Network Rail, Rail Operations Group"
