"smis_reference","event_date","period","place","report_title","sub_event","personal_accident_type","fwi_2013"
SMIS4380888,2024-07-10 09:00:00.000,202404,Lowestoft MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4381096,2024-07-10 10:20:00.000,202404,Neville Hill LMD (Ns) Northern Rail,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4381099,2024-07-10 15:01:00.000,202404,,Personal accident form,slip trip or fall,"Slip, trip, fall",0.125
SMIS4393495,2024-07-11 00:00:00.000,202404,Cricklewood Terminal,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4516737,2024-07-11 00:00:00.000,202404,Reading Traincare Depot,SPAD and operating incident form,railway operating incident,,0.001
SMIS4381336,2024-07-11 03:00:00.000,202404,Haymarket LMD (Edinburgh),Personal accident form,person exposed to a hazardous substance,Hazardous susbstance,0.001
SMIS4380935,2024-07-11 05:30:00.000,202404,Liverpool Street MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4381880,2024-07-11 06:24:00.000,202404,West Ealing MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4381337,2024-07-11 20:05:00.000,202404,Ayr LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4381012,2024-07-12 00:00:00.000,202404,Etches Park LMD (Derby),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4382132,2024-07-12 08:30:00.000,202404,Whitemoor Yard,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4381811,2024-07-12 09:00:00.000,202404,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4381072,2024-07-12 09:40:00.000,202404,Freightliner Liverpool,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4381294,2024-07-14 01:25:00.000,202404,Tonbridge MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4381720,2024-07-15 12:30:00.000,202404,Clacton LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4381457,2024-07-15 13:30:00.000,202404,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4381449,2024-07-15 13:45:00.000,202404,Freightliner Felixstowe,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4381192,2024-07-15 15:30:00.000,202404,Cardiff Canton Depot (Pass),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4381245,2024-07-15 17:25:00.000,202404,Freightliner Felixstowe,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4381408,2024-07-15 22:20:00.000,202404,Exeter Olds View Depot MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4393499,2024-07-16 00:00:00.000,202404,Toton TMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4381557,2024-07-17 20:45:00.000,202404,Kirkdale TCS (LMD) (Liverpool),Personal accident form,person interaction,Interaction with train,0.001
SMIS4381590,2024-07-17 23:45:00.000,202404,Millerhill,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4381648,2024-07-18 02:46:00.000,202404,Peterborough Tcd,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4381641,2024-07-18 12:24:00.000,202404,Freightliner Cardiff,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4389316,2024-07-19 09:30:00.000,202404,Plumstead IMF,Personal accident form,person exposed to a hazardous substance,Hazardous susbstance,0.001
SMIS4382042,2024-07-21 15:15:00.000,202405,Ilford LMD (London),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4381911,2024-07-22 00:00:00.000,202405,Penzance (Long Rock) LMD,Personal accident form,person interaction,Interaction with train,0.001
SMIS4381899,2024-07-22 09:30:00.000,202405,Singlewell IMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4382369,2024-07-22 13:25:00.000,202405,Selhurst Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4393544,2024-07-23 00:00:00.000,202405,Acton,Personal accident form,person interaction,Interaction with train,0.001
SMIS4382134,2024-07-23 11:00:00.000,202405,Whitemoor Yard,Personal accident form,other event resulting in injury fatality,,0.01
SMIS4382038,2024-07-23 12:30:00.000,202405,Heaton LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4381959,2024-07-23 12:30:00.000,202405,Hartlepool MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4393548,2024-07-24 00:00:00.000,202405,Eastleigh,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4393547,2024-07-24 00:00:00.000,202405,Peterborough Tcd,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4382474,2024-07-24 00:30:00.000,202405,Soho LMD (Birmingham),Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4381991,2024-07-24 12:30:00.000,202405,Hither Green,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4382172,2024-07-25 04:40:00.000,202405,Orient Way,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4382297,2024-07-25 10:34:00.000,202405,Camden MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4382379,2024-07-25 17:37:00.000,202405,Selhurst Depot,Personal accident form,person exposed to a hazardous substance,Hazardous susbstance,0.001
SMIS4382552,2024-07-26 08:15:00.000,202405,Swindon MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4382672,2024-07-26 09:55:00.000,202405,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4382386,2024-07-26 09:59:00.000,202405,Brighton LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4382671,2024-07-26 11:45:00.000,202405,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4382463,2024-07-27 03:00:00.000,202405,Tyseley LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4382329,2024-07-27 03:30:00.000,202405,Plymouth (Laira) Diesel LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4382437,2024-07-27 09:50:00.000,202405,Slade Green LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4382482,2024-07-27 10:50:00.000,202405,Plymouth (Laira) Diesel LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4382253,2024-07-28 09:46:00.000,202405,East Ham LMD (London),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4383100,2024-07-28 22:15:00.000,202405,Selhurst Depot,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4383736,2024-07-29 08:00:00.000,202405,Aylesbury LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4382353,2024-07-29 23:00:00.000,202405,East Ham LMD (London),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4382420,2024-07-30 18:30:00.000,202405,Doncaster Wood Yard,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4382817,2024-07-31 13:00:00.000,202405,Barry Sidings & Depot,Personal accident form,person interaction; person exposed to a hazardous substance,"Interaction with plant, machine, equip or tool",0.001
SMIS4382817,2024-07-31 13:00:00.000,202405,Barry Sidings & Depot,Personal accident form,person interaction; person exposed to a hazardous substance,Hazardous susbstance,0.001
SMIS4383405,2024-08-01 00:00:00.000,202405,Wembley Depot,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4382534,2024-08-01 03:07:00.000,202405,Crown Point LMD (Norwich),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4383147,2024-08-01 11:15:00.000,202405,Hornsey MDU,Personal accident form,other event resulting in injury fatality,,0.001
SMIS4382648,2024-08-01 20:49:00.000,202405,Shields LMD (Glasgow),Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4383630,2024-08-02 14:05:00.000,202405,Old Oak Common LMD (London),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4382708,2024-08-02 19:00:00.000,202405,Slade Green LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4382686,2024-08-02 22:45:00.000,202405,Stafford MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.01
SMIS4383321,2024-08-03 03:32:00.000,202405,Lovers Walk TMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4386339,2024-08-03 20:30:00.000,202405,Canton Buildings MDU,Personal accident form,awkward body movement,Awkward body movement,0.01
SMIS4383273,2024-08-04 00:10:00.000,202405,Guildford Up Carriage Sidings,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4383584,2024-08-04 22:15:00.000,202405,Hornsey LMD,Personal accident form,person exposed to a hazardous substance,Hazardous susbstance,0.001
SMIS4383584,2024-08-04 22:15:00.000,202405,Hornsey LMD,Personal accident form,person exposed to a hazardous substance,Hazardous susbstance,0.001
SMIS4383584,2024-08-04 22:15:00.000,202405,Hornsey LMD,Personal accident form,person exposed to a hazardous substance,Hazardous susbstance,0.001
SMIS4383584,2024-08-04 22:15:00.000,202405,Hornsey LMD,Personal accident form,person exposed to a hazardous substance,Hazardous susbstance,0.001
SMIS4382829,2024-08-05 03:10:00.000,202405,Canton Buildings MDU,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4393582,2024-08-07 00:00:00.000,202405,Doncaster Wood Yard,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4383081,2024-08-07 05:17:00.000,202405,Grove Park Depot,Personal accident form,person interaction,Interaction with train,0.001
SMIS4383420,2024-08-08 23:10:00.000,202405,Wigan Springs Branch TMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4383358,2024-08-09 00:00:00.000,202405,Bristol St Philips Marsh LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.01
SMIS4383263,2024-08-10 00:00:00.000,202405,Etches Park LMD (Derby),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4386154,2024-08-10 07:30:00.000,202405,Bedford Midland LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4383428,2024-08-10 20:10:00.000,202405,Shrub Hill LMD (Worcester),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4383942,2024-08-11 01:00:00.000,202405,Cricklewood Sidings,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4393584,2024-08-12 00:00:00.000,202405,Acton Yard,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4386222,2024-08-12 10:30:00.000,202405,St Albans Sidings,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4383400,2024-08-12 13:30:00.000,202405,Plymouth Tavistock JCN MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4384501,2024-08-13 00:45:00.000,202405,Selhurst Depot,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4383776,2024-08-13 13:00:00.000,202405,Ilford LMD (London),Personal accident form,slip trip or fall,"Slip, trip, fall",0.125
SMIS4383936,2024-08-13 20:00:00.000,202405,Selhurst Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4383556,2024-08-13 20:00:00.000,202405,Canton Buildings MDU,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4383784,2024-08-14 11:44:00.000,202405,Salisbury LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4383748,2024-08-15 00:00:00.000,202405,Etches Park LMD (Derby),Personal accident form,person interaction,Interaction with an animal,0.001
SMIS4383783,2024-08-15 11:10:00.000,202405,Clacton LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4393589,2024-08-16 00:00:00.000,202405,Toton TMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4384220,2024-08-16 19:10:00.000,202405,Tyseley LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4383839,2024-08-16 23:30:00.000,202405,Etches Park LMD (Derby),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4384171,2024-08-17 09:45:00.000,202405,Newton Heath LMD (Manchester),Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4384269,2024-08-17 23:20:00.000,202405,Crown Point LMD (Norwich),Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4385302,2024-08-18 10:00:00.000,202406,Crown Point LMD (Norwich),Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4383975,2024-08-18 14:27:00.000,202406,Cardiff Celsa,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4384183,2024-08-19 02:30:00.000,202406,Allerton LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4393591,2024-08-20 00:00:00.000,202406,Toton TMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4384458,2024-08-20 03:45:00.000,202406,Freightliner Leeds,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4384195,2024-08-20 09:00:00.000,202406,Newton Heath LMD (Manchester),Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4384198,2024-08-20 13:40:00.000,202406,Slade Green LMD,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4384129,2024-08-20 15:05:00.000,202406,St Leonards LMD,Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
SMIS4384232,2024-08-20 22:50:00.000,202406,Ramsgate Train Maintenance Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4384251,2024-08-21 01:00:00.000,202406,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4384529,2024-08-21 10:30:00.000,202406,Tyseley LMD,Personal accident form,awkward body movement,Awkward body movement,0.001
SMIS4384416,2024-08-21 23:29:00.000,202406,Doncaster Marshgate Depot,Personal accident form,person interaction,"Interaction with plant, machine, equip or tool",0.001
SMIS4384327,2024-08-22 03:00:00.000,202406,Etches Park LMD (Derby),Personal accident form,slip trip or fall,"Slip, trip, fall",0.001
