"smis_reference","event_date","period","place","report_title","personal_accident_type","description"
SMIS4346742,2023-04-13 00:00:00.000,202301,Kettering Depot Sidings,Personal accident form,"Interaction with plant, machine, equip or tool",Staff accident at Kettering
SMIS4347223,2023-04-13 04:00:00.000,202301,Aylesbury South siding DOWN,Personal accident form,Interaction with train,"4576/23 – A member of Train Presentation hurt finger onboard Unit 165007 at Aylesbury Sidings"
SMIS4350132,2023-04-13 07:51:00.000,202301,Hornsey LMD,Personal accident form,"Interaction with plant, machine, equip or tool",Hornsey Depot - 13/04/2023 07:51
SMIS4415324,2023-04-13 08:18:00.000,202301,Camden MDU,Public behaviour form,,Passengers on ECS (class 5) : Camden Sidings
SMIS4346931,2023-04-13 11:05:00.000,202301,Westbury Depot,Personal accident form,"Interaction with plant, machine, equip or tool","PA - an Amco MOS had been digging trial holes as he was digging he pushed the shovel into the ground a small spike went through the sole of his boot and in to his right foot, Westbury Depot. SCO 52169"
SMIS4348665,2023-04-13 14:30:00.000,202301,Freightliner Southampton Maritime,Personal accident form,Hazardous susbstance,Paint Drop in Loco Fitters Eye
SMIS462144,2023-04-13 16:57:00.000,202301,"Westbury Tcd, Dn & Up Sidings & Wmo",Train failure form,,"6A83 WILD Activation at Urchfont"
SMIS4347308,2023-04-13 21:40:00.000,202301,Allerton LMD,Personal accident form,"Interaction with plant, machine, equip or tool",Driver sustained knee injury
SMIS456962,2023-04-14 07:18:00.000,202301,Victoria Grosvenor Rd LMD (Ldn),SPAD and operating incident form,,"Unit berthed without tail lights, Victoria depot"
SMIS462078,2023-04-14 09:29:00.000,202301,Cardiff Canton MDU,Train failure form,,"231010: 381010 14/04/2023 427777 WR165256 Log item 45 3Z30 Smoke emitting on the outside of unit and in the saloon"
SMIS1820258,2023-04-14 09:30:00.000,202301,Crewe Gresty,"Object, road vehicle or animal on or near the line",,NRV: Lorry carrying out a three point turn at Crewe HOOB fouled road 5 which was open to train movements  IRIS 27677
SMIS34251,2023-04-15 00:22:00.000,202301,Whatley Yard,Train colliding with another train,,"59206 Minor Collision with 59101 During Shunt Movements"
SMIS4415491,2023-04-15 06:09:00.000,202301,Bounds Green LMD,Public behaviour form,,"5S04 sustained a substantial graffiti attack whilst on depot at Bounds Green, but was not identified until KGX."
SMIS457113,2023-04-15 17:50:00.000,202301,DRS Carlisle - Kingmoor,SPAD and operating incident form,,Alleged Stop Board Passed at Kingmoor Depot (DRS Infrastucture)
SMIS4415335,2023-04-16 00:50:00.000,202301,Plymouth (Laira) Diesel LMD,Public behaviour form,,PASSENGER OVERCARRIED: Plymouth DSM reports he has been alerted by the panel that 5V68 [00:14 Plymouth - Laira T.& R.S.M.D.] has departed with a passenger on-board.
SMIS3722863,2023-04-16 12:00:00.000,202301,Crown Point LMD (Norwich),"Train striking or struck by animal, object or road vehicle",,"745007 struck depot gate"
SMIS4348377,2023-04-16 19:00:00.000,202301,Derby RTC Yard,Personal accident form,"Slip, trip, fall",PA - Driver fell on the ballast injuring himself to the left hand and left leg at Derby - IRIS-27706/
SMIS4369105,2023-04-16 19:19:00.000,202301,Derby RTC Yard,Personal accident form,Awkward body movement,Driver fell from Loco as he tripped over scotches left behind by others
SMIS457170,2023-04-16 23:59:00.000,202301,Scunthorpe Goods Yard,SPAD and operating incident form,,"At 23:59 on the 16/04/2023 the Groundstaff on shift has come across a cassette that has been pushed of the spiggets on the wagon (610368 which is attached to 610367) - This has been done by forklift upon loading the wagon, without a wagon fitter inspectin"
SMIS064573,2023-04-17 00:00:00.000,202301,Heaton LMD,Environmental contamination,,Depot spillage at Heaton Depot
SMIS4415744,2023-04-17 00:00:00.000,202301,Heaton LMD,Public behaviour form,,Movements team leader reports trepassers the line at south end of the depot Heaton
SMIS4347376,2023-04-17 00:30:00.000,202301,Yoker Depot,Personal accident form,"Slip, trip, fall",Employee falls in depot
SMIS4347074,2023-04-17 01:00:00.000,202301,Skipton MDU,Personal accident form,"Slip, trip, fall","TPO fell off chair in messroom, injury sustained"
SMIS4415549,2023-04-17 01:23:00.000,202301,Heaton LMD,Public behaviour form,,Set 801220 sustained a non-offensive graffiti attack on Heaton depot.
SMIS457163,2023-04-17 07:00:00.000,202301,Scunthorpe Goods Yard,SPAD and operating incident form,,Scunthorpe Anchor 11. Unsafe loading on wagon needs centralisation of load to pin correctly. Back to works for reloading.
SMIS457166,2023-04-17 07:00:00.000,202301,Scunthorpe Goods Yard,SPAD and operating incident form,,"Scunthorpe Anchor 11, 7049382078. Poorly positioned load, needs to be moved over bolster towards buffer. Back to works for reloading."
SMIS1820262,2023-04-17 09:36:00.000,202301,Heaton HST Depot,"Object, road vehicle or animal on or near the line",,Object OHL - Report of a rope hanging from OHL at Heaton Depot.
SMIS4348910,2023-04-17 11:30:00.000,202301,Freightliner Crewe Basford Hall,Personal accident form,Awkward body movement,Rib Pain from Coupling
SMIS457169,2023-04-17 11:30:00.000,202301,Scunthorpe Goods Yard,SPAD and operating incident form,,We was presented with 25 Loaded Slab wagons at around 17:00 with 8 of these wagons still to load examine. 2 of the 8 wagons was not safe to travel due  to being loaded all to one side BDA wagons 950632 + 950157 are the wagons that have been detached and sent back into the works.
SMIS4347177,2023-04-17 13:45:00.000,202301,Long Valley Sidings (Basingstoke),Personal accident form,Interaction with train,Staff Accident - 17/04/2023 13:45:00 Basingstoke Sidings OTA Struck. A depot Driver struck their head onto the latch of the driver cab
SMIS4347182,2023-04-17 20:00:00.000,202301,Fratton Tcd (LMD),Personal accident form,"Interaction with plant, machine, equip or tool",Staff Accident - 17/04/2023 20:00:00 Fratton Traincare Depot Other Contact. A depot staff injured their left hand whilst cleaning a cable stripping tool.
SMIS4348762,2023-04-17 20:20:00.000,202301,Freightliner Leeds,Personal accident form,"Interaction with plant, machine, equip or tool",Finger Injury at Leeds VMF Whilst Fueling a Loco
SMIS1714951,2023-04-18 00:00:00.000,202301,Heaton LMD,"Non-rail vehicle colliding with animal, object or another road vehicle",,HGV reversed into Foot steps causing damage to them at Heaton Depot
SMIS4347141,2023-04-18 02:45:00.000,202301,Barry Sidings & Depot,Personal accident form,Assault or abuse,Member of Silurian Security team shot with BB Gun at Barry Depot
SMIS4347524,2023-04-18 03:35:00.000,202301,Heaton LMD,Personal accident form,"Slip, trip, fall",MDD sustained injury while on duty
SMIS477996,2023-04-18 06:34:00.000,202301,Theale Murco Sidings,Infrastructure failure and irregular signal aspect form,,"Signal Passed (T) - 6A11 (22:11 Robeston – Theale Puma) passed T2830 signal on the Goods Loop line at Theale at red, the Signaller error."
SMIS4347370,2023-04-18 08:11:00.000,202301,Toton TMD,Personal accident form,"Interaction with plant, machine, equip or tool","Toton T&RS Maintenance Manager advises that one of the cleaners working in Toton TMD Production Office has had a board fall on her, hitting her head."
SMIS351088,2023-04-18 09:58:00.000,202301,Doncaster Down Decoy,Train derailment,,Doncastet Yard Supervisor advises that a MXA Lobster wagon no. 950587 has become derailed whilst been moved from the Spoil Road to No.5 Storage in Doncaster Up Decoy.
SMIS4347118,2023-04-18 10:30:00.000,202301,Doncaster Marshgate Depot,Personal accident form,"Interaction with plant, machine, equip or tool",PA – DU Doncaster Apprentice had been moving low small trailer with a flat tyre with others and had caused discomfort in lower back at Doncaster Marshgate. IRIS 27781
SMIS4415661,2023-04-18 10:35:00.000,202301,Shoeburyness CSD,Public behaviour form,,Graffiti damage on 720605 at Shoeburyness
SMIS4347193,2023-04-18 12:00:00.000,202301,Farnham LMD,Personal accident form,"Slip, trip, fall","18/04/2023 12:00:00 Northcamp Depot Other Injury. A Fleet maintenance worker injured themselves whilst walking in the CESS"
SMIS457157,2023-04-18 14:52:00.000,202301,Gerrards Cross Turnback Siding,SPAD and operating incident form,,"6M78, DB Cargo, 0621 Grovesend Quarry ? Quainton Railhead, hauled by locomotive 66035, reported the train had come to stand on the Down Main line at Gerrards Cross with a burning smell coming from the locomotive."
SMIS4351014,2023-04-18 19:25:00.000,202301,Selhurst Depot,Personal accident form,Electric shock,Selhurst Engineering Depot Overhaul - 18/04/2023 19:25
SMIS457070,2023-04-18 19:40:00.000,202301,Scunthorpe Goods Yard,SPAD and operating incident form,,Staff working at Scunthorpe Anchor Yard advises that 4 BDA wagons have been sent back into the Steel Works the reasons are BDA 950632/950157 Had been loaded with TBM and it should have been Ternium slab so slab yard asked for us to send them back.
SMIS462056,2023-04-18 22:00:00.000,202301,Tees Yard,Train failure form,,"66424 identified with possible dragging brakes on handover at Teesport."
SMIS4417255,2023-04-19 00:00:00.000,202301,Heaton LMD,Public behaviour form,,TPE Unit graffitied at Heaton Depot
SMIS4415735,2023-04-19 04:45:00.000,202301,Slade Green LMD,Public behaviour form,,"Trespass by apparently suicidal mail, Slade Green depot"
SMIS477999,2023-04-19 06:57:00.000,202301,Yoker Depot,Infrastructure failure and irregular signal aspect form,,WSF -  TC511 failed to occupy for the passage of 5M22 (0658 Yoker CS – Milngavie) due to rail head contamination.
SMIS4347250,2023-04-19 14:10:00.000,202301,Taunton MDU,Personal accident form,,"PA - MOS trapped hand between spanner and frame of a machine at Taunton depot resulting in crushing their left hand, IRIS 27789"
SMIS457617,2023-04-19 16:45:00.000,202301,Holbeck Jcn & Depot (Leeds),SPAD and operating incident form,,OCC - reported by the maintainer that there was a localised power failure at Holbeck in a new Functional Supply Point. SCO 52328/IRIS-28217
SMIS4415722,2023-04-19 19:50:00.000,202301,Chaffers Siding LC,Public behaviour form,,Trespass - Young male trackside collecting a football between Chaffers Level Crossing and Nelson Station
SMIS4347373,2023-04-19 21:45:00.000,202301,Toton TMD,Personal accident form,"Interaction with plant, machine, equip or tool",Personal Injury reported by Toton Production Manager. They report that whilst a member of staff was hoovering the grills they thought they were standing on a solid floor.
SMIS3722797,2023-04-19 22:42:00.000,202301,Watford MDU,"Train striking or struck by animal, object or road vehicle",,TSBS/Vandalism - Crew of tamper 73910 6J73 have arrived in Watford Yard and found that the window of the operating cab had been smashed/shattered. IRIS 27795
SMIS4417568,2023-04-20 00:00:00.000,202301,Wigan Springs Branch TMD,Public behaviour form,,Depot Trespass at Wigan Springs Branch
SMIS134269,2023-04-20 08:30:00.000,202301,Hemel Hempstead Yard GF,Life saving rule breach,,LSR breach - A Pod track employee had reason to believe a security guard for Black Diamond had been smoking cannabis on site at Hemel Hempstead. SCO 52213
SMIS457072,2023-04-20 13:12:00.000,202301,Scunthorpe Goods Yard,SPAD and operating incident form,,"They report ""During load examination, BBA wagon 910191 was not loaded correctly. The bottom slab was smiling at one end and only touching four of the bolsters it was loaded onto, this was less than 2/3 contact."
SMIS1714822,2023-04-20 15:00:00.000,202301,Toton TMD,"Non-rail vehicle colliding with animal, object or another road vehicle",,"They report ""Toton Pool car Volvo YM19 KOH had an MOT on 03/04/23 and a nail was found in the rear off side tyre and noted on the MOT paperwork returned to the depot. However, the defective tyre has not been repaired and the vehicle has been allowed to be used in a dangerous state on numerous occasions, including by myself today Thurs 20th April."""
SMIS478125,2023-04-21 02:33:00.000,202301,Wakefield Europort Yard,Infrastructure failure and irregular signal aspect form,,Advised by the Ground Staff at Wakefield Europort that the points that takes moves into 3 and 4 road are not fitting up properly for No3 Road. The member of Ground Staff is having to clamp the points for every move that is needed to be made. PWay on call
SMIS4347397,2023-04-21 03:00:00.000,202301,Crown Point LMD (Norwich),Personal accident form,Interaction with train,Yard Controller caught thumb in cab door
SMIS4347711,2023-04-21 06:25:00.000,202301,Newton Heath LMD (Manchester),Personal accident form,"Slip, trip, fall","Fitter slipped on depot, injury sustained"
SMIS3722849,2023-04-21 08:05:00.000,202301,Angerstein Yard,"Train striking or struck by animal, object or road vehicle",,Struck Object – 6O58 – Angerstein Wharf
SMIS4347430,2023-04-21 08:55:00.000,202301,Colchester Ex Seimu MDU,Personal accident form,"Interaction with plant, machine, equip or tool",PA - Works Delivery - Contractor caught left thumb between two pieces of metal at Colchester Yard. NLT - Source: NR2072P
SMIS4347495,2023-04-21 10:00:00.000,202301,Dartford Sma Sb MDU,Personal accident form,"Slip, trip, fall",PA - London Bridge DU MOS slipped on a wet foot plate entering depot at Dartford and sustained Bruising to the right hip. IRIS 27831
SMIS4348914,2023-04-21 11:29:00.000,202301,Freightliner Leeds,Personal accident form,"Interaction with plant, machine, equip or tool",Minor Cut to Finger at Leeds VMF
SMIS462066,2023-04-21 11:58:00.000,202301,London Gateway Depot,Train failure form,,Brake Drag - 4M68 - London Gateway
SMIS457420,2023-04-21 14:05:00.000,202301,Freightliner Felixstowe,SPAD and operating incident form,,Lifted Wagon at Felixstowe
SMIS462064,2023-04-21 20:12:00.000,202301,,Train failure form,,Operating Irregularity – 6E10 – Drax PS
SMIS4347774,2023-04-21 20:30:00.000,202301,Yardley Wood,Personal accident form,Assault or abuse,"Driver on 2S82 1944 KID-SAV reported when departing YRD, a group of youths threw stones at the train and hit the SC."
SMIS457159,2023-04-21 23:05:00.000,202301,Rugby Sidings,SPAD and operating incident form,,Report received from control advising that extra high cube containers have been loaded on FXA wagons on 4O63 2030 Birch Coppice to Didcot Yd which are prohibited between Rugby & Wembley on RT3973 documents.
SMIS4347712,2023-04-21 23:15:00.000,202301,Neville Hill LMD (Ns) Northern Rail,Personal accident form,Awkward body movement,Member of staff sustained injury on duty
